(04, 40
(1), 7, 4042
(2), 7, 4042
(3), 7, 4042
(4), 742
(5), 7
(amr, 20
(bodies, 27
(contamination), 7
(fast, 24
(here, 25
(ie, 18
(in, 45
(j, 22
(reference, 28
(see, 18
(speeds, 27
(spheres), 7
(to, 24
(very, 24
(with, 15
(zero, 32
), 7, 15, 18, 20, 24, 25, 27, 28, 32, 40, 4245
0, 7, 9, 20, 22, 23, 25, 40, 4450
040, 9
046, 9
0715, 23
075, 50
1, 7, 9, 18, 20, 21, 22, 23, 25, 28, 40, 41, 4249
1), 7, 18, 20, 4042
10, 920
10(1957), 20
12, 740
15, 923
1700, 25
176, 41
190, 7
197, 40
2, 6, 7, 9, 20, 22, 25, 40, 4249
20, 25
25, 22
26, 920
2601), 20
271, 7
3, 7, 28, 40, 4245
367, 7
400, 22
401, 22
5, 7, 9, 20, 22, 23, 27, 4950
5), 727
58, 9
6, 7, 9, 19, 20, 22, 4150
676, 50
9, 7, 9, 2040
=, 19, 2044
a, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
about, 27, 32, 39, 4649
above, 11, 2946
abovementioned, 46
acceleration, 2933
accelerator, 34
accelerators, 34
accomplished, 47
account, 22, 25, 26, 4244
accrue, 33
accurate, 24, 25, 32, 36, 4950
accurately, 24, 2532
achieved, 14
ackeret's, 14
across, 15, 4550
acrothermoelasticity, 12
acting, 144
actual, 44
addition, 8, 3244
additional, 832
advantageous, 34
advantages, 33
adverse, 40
aero, 5, 11, 12, 13, 14, 22, 27, 29, 32, 33, 3644
aerodynamic, 5, 11, 13, 14, 29, 32, 33, 3644
aerodynamics, 11
aerodynamieist, 27
aeroelastic, 1214
aeronautical, 1233
affect, 2442
after, 1, 7, 825
afterbody, 25
again, 225
agree, 1, 9, 14, 16, 2939
agreement, 9, 16, 2939
aid, 2733
air, 9, 12, 14, 25, 27, 29, 33, 37, 39, 42, 47, 4950
aircraft, 12, 14, 2947
airfoil, 1439
airfoils, 1439
airplane, 42
algebraic, 34
all, 1, 2, 9, 12, 13, 14, 15, 16, 17, 22, 23, 24, 25, 26, 27, 30, 32, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 47, 4950
alleviating, 12
allows, 32
almost, 1424
along, 9, 2334
also, 4, 14, 20, 25, 28, 37, 38, 4044
although, 9, 4449
always, 14
ambient, 4350
among, 33
amount, 9, 1419
amounts, 14
amplitude, 15
an, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
analog, 13, 25, 3247
analogous, 2532
analyses, 1442
analysis, 10, 15, 16, 21, 25, 29, 30, 35, 36, 39, 46, 4749
analytic, 5, 6, 12, 16, 28, 3449
analytical, 12, 1628
analytically, 16
analyzed, 31, 3841
analyzing, 14
and, 1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 4950
anemometer, 41
angle, 1, 9, 25, 27, 3248
angles, 125
anomaly, 49
another, 11, 12, 4344
any, 11, 17, 25, 32, 37, 4249
apparent, 1619
appeared, 8
appears, 734
applicability, 15
applicable, 17, 2949
application, 13, 14, 16, 17, 27, 33, 39, 4449
applications, 14, 33, 4449
applied, 17, 27, 3337
apply, 2049
applying, 49
appreciable, 14
appreciably, 10
approach, 1935
appropriate, 22, 3349
approximate, 9, 1549
approximated, 49
approximately, 9
approximating, 49
approximation, 2, 15, 19, 2735
approximations, 15
arbitrary, 47, 4950
are, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 29, 30, 31, 32, 33, 34, 35, 36, 38, 41, 42, 44, 45, 47, 48, 4950
area, 14, 2533
areas, 14
argued, 43
arises, 2
arising, 39
arranged, 18
art, 1, 6, 12, 14, 16, 17, 18, 24, 29, 33, 34, 36, 38, 42, 45, 4950
as, 1, 2, 4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
ask, 42
assembled, 47
associated, 1629
assumed, 14, 15, 18, 4450
assuming, 22
assumption, 17, 24, 4244
assumptions, 2444
at, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
atmosphere, 3233
atom, 24
attack, 1, 12, 27, 3248
attack), 32
attacking, 12
attention, 46
attractive, 33
attributed, 49
author, 15, 20, 2146
author's, 20
authors, 15, 2146
available, 8, 12, 14, 17, 19, 3034
avenues, 12
avoiding, 15
axial, 11, 19, 4049
axially, 49
axis, 17, 20, 23, 3442
axisymmetric, 1720
ballistic, 32
based, 8, 14, 25, 4348
basic, 2744
basis, 1, 8, 26, 35, 4549
be, 2, 4, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
beam, 2942
beams, 42
because, 17, 3450
becoming, 7
been, 2, 4, 10, 14, 15, 19, 28, 36, 43, 44, 46, 4950
begins, 7
behave, 8
behavior, 22, 28, 3337
behind, 1725
being, 2, 911
believes, 20
below, 9
bending, 14, 1529
bendingtorsion, 14
beneficial, 44
better, 35
between, 2, 8, 9, 10, 11, 14, 1637
biot, 30
blasius, 23
blast, 25
blunt, 20, 25, 26, 3544
blunted, 44
blunter, 44
blunting, 44
bluntnosed, 25
bodies, 17, 20, 24, 25, 27, 36, 37, 4344
body, 2, 13, 20, 25, 35, 36, 3744
bogdonoff, 25
both, 20, 24, 37, 42, 43, 44, 4749
boundary, 1, 2, 3, 4, 7, 8, 9, 12, 16, 17, 18, 21, 22, 23, 24, 25, 34, 36, 37, 40, 43, 45, 4750
boundarylayer, 4, 916
box, 1347
boxes, 47
breakdown, 7
breaks, 7
brief, 6, 13, 4249
briefly, 6, 1342
bring, 46
brooklyn, 11
buckled, 15
buckling, 31
builtup, 29
bureau, 8
but, 1, 4, 6, 14, 25, 28, 29, 31, 37, 38, 39, 44, 4849
by, 1, 2, 4, 6, 7, 9, 13, 14, 15, 16, 17, 20, 21, 23, 24, 25, 28, 35, 36, 38, 40, 42, 44, 47, 4849
bystep, 47
c, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
calculate, 13, 36, 4349
calculated, 13, 4349
calculating, 49
calculation, 14, 32, 35, 36, 37, 3949
calculations, 14, 3649
california, 740
called, 13
can, 2, 11, 13, 14, 17, 23, 24, 26, 30, 32, 33, 35, 36, 37, 38, 39, 40, 42, 44, 4849
cantilever, 42
cantilevered, 42
carried, 11, 17, 2941
case, 6, 17, 23, 24, 28, 29, 33, 34, 43, 4449
cases, 6, 23, 33, 4344
catalytic, 24
cause, 9, 17, 27, 3450
caused, 9
causing, 16
cavity, 45
cent, 2, 6, 9, 28, 30, 32, 40, 43, 44, 4649
cent), 40
center, 3032
certain, 14, 25, 33, 4446
changes, 39
channel, 3334
channels, 33
characteristic, 11, 2533
characteristically, 33
characteristics, 11
characteristies, 44
charges, 44
chart, 33
chemical, 24
circle, 18
circular, 18
cited, 11
class, 2, 2542
classical, 242
closed, 1434
closely, 25
coefficient, 9, 16, 20, 23, 27, 35, 4950
coefficients, 16, 23, 4950
collected, 49
collectively, 14
column, 47
combined, 1225
company, 17
comparative, 1
compared, 9, 23, 3549
comparison, 4, 14, 17, 20, 25, 35, 4749
comparisons, 1447
compatibility, 47
complete, 6, 9, 3249
completely, 49
complex, 1447
complexity, 14
complicated, 13
component, 14, 1618
components, 1618
composed, 47
composite, 5
compressible, 2, 3, 4, 9, 16, 17, 23, 2844
compressive, 39
compressor, 18
computation, 1416
computational, 14
computations, 16
computed, 24, 4849
computing, 32
conceivably, 44
concept, 1337
concerned, 1229
concluded, 2433
conclusion, 35, 4143
conclusions, 41
condition, 15, 18, 22, 27, 30, 32, 33, 34, 36, 37, 43, 44, 4749
conditions, 18, 22, 30, 32, 33, 34, 36, 37, 43, 44, 4749
conducted, 840
conducting, 3344
conduction, 530
conductivity, 3334
cone, 19, 27, 40, 4448
cones, 1927
configuration, 1
confirm, 1522
confirms, 22
conical, 19
conjunction, 3748
connection, 17
consequently, 234
consider, 2, 4, 19, 21, 23, 24, 25, 29, 33, 35, 38, 4449
considerable, 3344
considerably, 49
considerations, 19, 2544
considered, 2, 4, 21, 24, 29, 35, 3849
considering, 2349
considers, 21
consists, 42
constant, 2, 9, 13, 23, 25, 28, 29, 32, 33, 34, 44, 4950
constants, 25
constraint, 15
constructed, 33
constructing, 35
contact, 33
contained, 25
contaminates, 7
contamination, 79
contemplated, 44
continuous, 3440
continuum, 1022
contribution, 614
contributions, 14
control, 1, 1433
controlled, 33
convection, 44
convective, 29
conventional, 3749
convergence, 28
cooling, 34, 4043
correlated, 2024
correlation, 20, 2430
corresponding, 10, 25, 2948
could, 834
coupled, 42
course, 834
cover, 14, 2331
criterion, 3143
critical, 1524
critically, 24
crocco, 4950
crossed, 34
current, 2633
currents, 33
curvature, 23
curved, 239
curves, 1
customary, 49
cylinder, 2325
damping, 32
data, 8, 17, 19, 33, 35, 40, 4750
deals, 42
deceleration, 33
decrease, 40
decreasing, 43
definitely, 40
definition, 49
deflection, 47
deflections, 47
degree, 940
delayed, 40
demands, 12
demonstrate, 14, 16, 3543
demonstrated, 16, 3543
densities, 10
depend, 16, 20, 24, 25, 33, 36, 37, 40, 4749
dependent, 16, 33, 3747
depending, 40
depends, 49
depth, 45
derivatives, 36
derive, 19, 28, 38, 3948
derived, 19, 28, 3948
descending, 32
described, 14, 2930
describes, 45
describing, 3233
design, 12, 2736
desirable, 844
desired, 17
destalling, 1
detachment, 3537
detail, 13, 25, 30, 4950
detailed, 2530
details, 25
detection, 9
determinant, 14
determination, 29
determine, 1, 29, 37, 3940
determined, 29, 3739
determining, 39
develop, 9, 14, 18, 20, 24, 33, 3449
developed, 9, 14, 24, 3449
development, 2033
deviation, 15
devices, 11
devised, 35
diameter, 25
differ, 1, 2, 10, 11, 13, 15, 17, 23, 24, 29, 33, 35, 42, 47, 4850
differences, 48
different, 1, 2, 11, 13, 15, 17, 24, 29, 33, 35, 42, 4750
differential, 13, 15, 17, 24, 2950
differentials, 29
differs, 23
difficult, 28
diffuser, 18
diffusion, 2445
dimension, 2, 4, 7, 8, 9, 14, 18, 20, 25, 30, 3349
dimensional, 2, 4, 7, 8, 9, 14, 18, 20, 25, 30, 3349
dimensionless, 3033
direct, 9, 18, 23, 25, 4448
direction, 18, 23, 2544
directions, 18
directly, 2548
disc, 2, 9, 12, 13, 14, 15, 18, 30, 35, 42, 4950
discovery, 14
discrepancy, 30
discussed, 2, 12, 13, 14, 15, 35, 4950
discusses, 18
discussion, 2, 9, 1249
displacement, 8
dissociated, 24
distance, 8, 25, 3537
distribution, 1, 4, 25, 29, 31, 37, 38, 39, 4849
distributions, 31, 3839
disturbance, 9, 18, 2741
disturbances, 9, 1841
divided, 42
division, 17
does, 28
domain, 39
dominating, 12
double, 67
down, 7, 9, 25, 2633
downstream, 9, 2526
drag, 2544
drawn, 41
dryden, 8
duct, 5, 8, 14, 30, 33, 34, 40, 4447
due, 1, 4243
duration, 6
during, 5, 832
dynamic, 5, 11, 13, 14, 27, 29, 32, 33, 34, 3644
dynamics, 1127
each, 7
earlier, 9
eddy, 17
edge, 2, 7, 8, 9, 25, 26, 2939
edges, 29
effect, 1, 2, 4, 7, 8, 9, 11, 14, 21, 23, 24, 25, 26, 29, 33, 36, 39, 40, 42, 43, 4449
effective, 943
effectiveness, 43
effects, 1, 2, 14, 24, 25, 33, 40, 4249
effort, 49
eg, 1, 2, 7, 9, 14, 15, 21, 22, 32, 33, 34, 35, 40, 44, 4549
eigenvalues, 14
einbinder, 28
either, 3640
elastic, 12, 14, 3042
electric, 17, 33, 34, 4447
electrical, 3344
electrically, 3344
electrodes, 33
electromagnetic, 44
element, 7, 8, 9, 14, 16, 4043
elemental, 16
elementary, 14
elements, 78
elliptical, 19
emitting, 2
emphasis, 914
empirical, 138
employed, 30
enables, 49
ends, 4249
energy, 22, 25, 2850
engaged, 20
engine, 12, 3342
engineering, 33
engineers, 12
engines, 42
ensuing, 7
entering, 24
entire, 25, 4749
entirely, 49
entitled, 49
entropy, 48
envelope, 32
environment, 29
equal, 3248
equation, 3, 13, 14, 15, 16, 17, 22, 24, 25, 28, 32, 33, 35, 44, 47, 4950
equations, 3, 13, 14, 16, 17, 24, 25, 28, 32, 33, 35, 44, 47, 4950
equilibrium, 2447
equivalent, 1639
essentially, 1416
established, 1731
estimate, 17, 3336
estimating, 14
eter, 1, 14, 20, 24, 25, 27, 29, 37, 39, 40, 41, 4243
evaluated, 23
evaluating, 43
evaluation, 1
even, 24, 3233
evidence, 1
exact, 14, 20, 24, 2844
exactly, 24
examine, 27, 28, 3344
examined, 27, 2833
example, 5, 33, 4249
examples, 33
except, 1625
excessive, 44
exhibited, 28
exhibits, 25
exists, 214
expansion, 1427
expansions, 14
expect, 28
experiment, 1, 7, 11, 12, 15, 16, 17, 19, 25, 29, 30, 35, 37, 39, 41, 42, 4347
experimental, 1, 11, 12, 16, 17, 19, 25, 29, 30, 35, 37, 41, 42, 4347
experimentally, 16, 30, 3743
experiments, 7, 15, 25, 3041
explain, 43
explicit, 16
explosion, 28
exposed, 5
expressed, 20
expressing, 47
expression, 22
extend, 817
extending, 17
extension, 17
extensively, 9
extent, 1425
exterior, 23
external, 24, 4547
extrapolation, 36
extremely, 10
f, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
face, 5, 6, 9, 14, 20, 24, 25, 27, 29, 33, 37, 39, 40, 4849
faces, 2429
facilitate, 49
facing, 36
fact, 12, 13, 23, 24, 25, 34, 3946
factor, 12, 23, 24, 2539
factors, 12, 2339
facts, 46
failure, 12
fairly, 14
fall, 2743
familiar, 36
far, 925
fashion, 47
faster, 27
favorable, 47
feature, 2
feedback, 13
ferri, 2
few, 17
field, 7, 18, 19, 25, 28, 33, 3437
fields, 19, 3334
fig, 1, 1820
figures, 20
final, 12, 45, 4749
finally, 1245
finds, 25
finite, 14, 15, 17, 21, 29, 40, 4249
first, 16, 27, 29, 33, 4547
fixed, 40
flange, 2930
flanged, 29
flanges, 29
flat, 2, 4, 8, 9, 15, 21, 22, 23, 25, 29, 41, 4450
flatness, 15
flexibility, 42
flexibly, 42
flexural, 47
flight, 12, 14, 24, 25, 33, 36, 3749
floating, 9
flow, 1, 2, 3, 4, 7, 9, 16, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 33, 34, 35, 37, 38, 39, 44, 45, 48, 4950
flows, 17, 33, 38, 3949
fluctuating, 16
fluctuations, 45
fluid, 2, 4, 14, 22, 23, 33, 4448
flutter, 1415
following, 34
for, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 20, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 47, 48, 4950
force, 13, 14, 33, 4447
forces, 14, 3347
forebody, 37
form, 4, 7, 9, 11, 14, 15, 16, 17, 24, 25, 28, 29, 30, 32, 33, 34, 35, 36, 41, 43, 44, 45, 47, 4849
formed, 7, 16, 17, 30, 33, 4347
formula, 14, 15, 24, 28, 4548
formulas, 1448
formulated, 1545
formulation, 2428
forum, 6
forward, 2536
found, 1, 8, 9, 14, 17, 22, 23, 25, 33, 3442
four, 742
fourth, 7
frames, 27
free, 1, 2, 10, 22, 25, 34, 41, 44, 45, 4850
freedom, 44
frequencies, 42
friction, 4, 9, 16, 21, 23, 4950
from, 2, 7, 8, 10, 12, 13, 15, 19, 20, 22, 23, 24, 25, 27, 28, 33, 36, 39, 42, 43, 44, 45, 4849
frozen, 24
fruitful, 41
fulfilled), 18
fully, 930
function, 8, 14, 16, 32, 39, 4750
functional, 8
functions, 4750
fundamental, 1249
fundamentally, 49
further, 3741
furthermore, 37
future, 14
g, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
galcit, 925
galerkin, 15
gas, 18, 22, 27, 33, 3449
gasdynamic, 3334
gaseous, 34
gave, 650
general, 6, 11, 14, 16, 17, 20, 24, 27, 44, 4749
generality, 49
generalization, 20
generalized, 14, 2044
generalizes, 20
generated, 25
geometry, 25, 3945
give, 6, 9, 14, 15, 16, 20, 23, 25, 26, 27, 28, 32, 33, 36, 39, 42, 44, 4749
given, 6, 9, 14, 15, 16, 20, 23, 25, 27, 28, 32, 33, 36, 44, 4749
gives, 39
giving, 35
good, 9, 16, 2939
gradient, 3, 11, 13, 22, 3649
gradients, 1136
gravity, 32
greater, 9, 2536
grows, 14
growth, 25
guide, 18
gupta, 44
gust, 14
gyroscope, 42
gyroscopic, 42
h, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
hammitt, 25
hand, 34
happen, 36
hardware, 20
has, 2, 4, 7, 9, 10, 14, 15, 18, 19, 26, 28, 36, 43, 44, 46, 4950
hastening, 9
have, 2, 8, 21, 25, 34, 4649
having, 42
hayes, 14, 2835
hayes', 35
he, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
head, 944
heat, 5, 6, 12, 13, 20, 21, 23, 24, 28, 29, 30, 36, 37, 44, 45, 4950
heated, 13
heating, 5, 1329
heats, 2028
heattransfer, 44
height, 7, 843
held, 50
helium, 25
hemisphere, 25
hence, 3542
here, 2, 6, 7, 8, 11, 14, 20, 24, 25, 28, 32, 33, 35, 36, 37, 44, 46, 4950
herein, 11, 3549
high, 2, 8, 12, 14, 24, 30, 34, 36, 3849
higher, 8, 14, 3049
his, 1, 2, 5, 6, 8, 9, 13, 14, 15, 17, 18, 19, 20, 21, 23, 25, 26, 28, 30, 32, 34, 35, 36, 37, 39, 42, 44, 45, 4649
hopeless, 46
horizontal, 42
horizontally, 42
hot, 30, 4142
how, 1, 2, 4, 6, 10, 13, 14, 15, 16, 17, 19, 20, 23, 24, 25, 27, 28, 32, 35, 36, 38, 39, 42, 43, 4649
however, 13, 19, 2542
hydrodynamic, 3344
hypersonic, 2, 9, 17, 19, 20, 25, 26, 27, 28, 35, 3637
i, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
idealized, 47
if, 1, 2, 4, 7, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20, 23, 24, 26, 28, 29, 33, 35, 38, 40, 42, 44, 45, 47, 4850
illustrate, 1449
illustrates, 49
impact, 10, 3536
impeller, 18
important, 14, 25, 27, 34, 35, 3946
impossible, 14
improved, 1438
impulsive, 21
in, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
inappropriate, 49
inch, 7
inclination, 20
include, 16, 24, 33, 4550
included, 2450
including, 14
incomplete, 6
incompressible, 2, 3, 4, 9, 16, 17, 2344
incorrect, 49
increase, 1, 15, 29, 40, 4348
increased, 4043
increases, 29
increasing, 7, 14, 4048
increasingly, 14
increment, 1
independence, 20
independent, 16, 3747
independently, 1647
indicate, 6, 7, 20, 25, 29, 3940
indicates, 39
induced, 7, 2542
inducing, 29
inevitable, 36
inferred, 49
infinite, 17, 21, 29, 4249
infinitely, 42
infinitesimal, 17
infinity, 18
influence, 11, 14, 2226
information, 29, 35, 3641
initial, 7, 15, 3250
injected, 9
injection, 9
input, 612
inputs, 12
inquire, 28
insensitive, 23
instance, 2
institute, 7, 1140
insulated, 6, 925
integral, 15
integrated, 1
integration, 1434
integrations, 14
intended, 129
intense, 25
interaction, 11, 14, 25, 2637
interactions, 14
interconnected, 47
interest, 11, 20, 26, 28, 34, 3744
interesting, 28, 34, 3744
interface, 6
internal, 4547
interpret, 2441
interpreted, 41
interrelation, 12
intimate, 46
into, 9, 12, 22, 25, 29, 32, 4244
introduced, 2427
introducing, 38
introduction, 14
invariant, 1617
inverse, 1447
inversion, 4647
investigate, 2, 7, 9, 40, 4244
investigated, 2, 9, 4044
investigating, 3437
investigation, 8, 9, 29, 34, 4450
investigations, 34
inviscid, 2, 25, 26, 28, 35, 3748
involved, 24, 44, 4950
involves, 13
irrotational, 2
is, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 4950
isothermal, 13
it, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 4950
iteration, 15
iterative, 14
